concept,category,domain,hit_visual,hit_lexical,far_lexical,far_visual,Energy,JPEG_size,PNWS,H,S,V,layer3,layer6,layer8,coca_frequency,name_agreement,NoF_noTax,CS,MD,CSxD
hammock,furniture,nonliving,0.510204,0.642857,0.428571429,0.275862069,14,11668,0.29196,0.13989,0.22289,91.2542,1.0634,1.6444,2.0726,812,1,44,0.1375,0.091190236,1.344107699
hamster cage,household items,nonliving,0.58,NA,NA,0.1,7,9089,0.45057,0.14003,0.22294,91.2475,0.98773,1.4189,1.569,8,0.304347826,38,0.12627,0.083964976,1.553097547
hamster wheel,household items,nonliving,0.48,0.466667,NA,0.277777778,44,17728,0.5908,0.14012,0.22294,91.3212,0.73884,1.5333,1.8529,17,0.869565217,35,0.12863,0.066144321,1.321032984
hand,body parts,living,0.839286,0.769231,0.682926829,0.488888889,5,7130,0.37921,0.13993,0.22294,91.2871,1.0034,1.9088,1.9201,225247,0.96,40,0.14918,0.086344424,1.438239929
hand mirror,household items,nonliving,0.416667,0.571429,0.428571429,0.344827586,12,7065,0.26916,0.1398,0.2228,91.2046,1.142,1.6009,2.0847,101,0.166666667,42,0.14831,0.0753247,1.666411518
hand saw,tool,nonliving,0.522727,0.522727,0.423076923,0.218181818,4,6414,0.28169,0.13959,0.22267,91.1019,1.1072,1.9138,2.0495,2539,0.916666667,35,0.17665,0.078817482,1.290043735
handbag,clothing,nonliving,0.37931,0.576923,0.678571429,0.142857143,8,12693,0.51131,0.13949,0.22301,91.1234,0.78929,1.3966,1.9178,6161,0.5,52,0.13415,0.08056539,1.650540615
handbell,musical instruments,nonliving,0.613636,0.590909,0.518518519,0.203703704,8,8532,0.32696,0.13947,0.22284,91.0668,1.1479,1.544,1.6243,12421,0.916666667,46,0.13519,0.087119468,1.793298609
handcuff,tool,nonliving,0.685714,NA,0.482758621,0.020408163,18,7172,0.25207,0.13923,0.2224,90.9741,1.0527,1.5861,1.6451,1222,1,36,0.1492,0.098967559,1.905372556
handheld vacuum,appliances,nonliving,0.448276,0.703704,0.464285714,0.285714286,3,5869,0.31894,0.13903,0.2221,90.8804,1.1229,2.0035,1.8369,5028,0.68,48,0.13687,0.072296139,1.787732171
hanger,household items,nonliving,0.428571,0.407407,0.464285714,0.22,17,7549,0.25422,0.13882,0.22198,90.7956,0.9854,1.6336,2.0646,1238,0.958333333,41,0.14875,0.096168543,1.575367383
harmonica,musical instruments,nonliving,0.733333,0.431818,0.269230769,0.327272727,9,9372,0.32227,0.13863,0.22176,90.7277,1.068,1.512,1.7411,574,0.875,52,0.15215,0.065953435,1.190816638
harp,musical instruments,nonliving,0.6,0.5,0.461538462,0.218181818,9,7782,0.35127,0.13849,0.22177,90.7119,0.97215,1.4805,2.0468,1129,0.875,37,0.14766,0.07550684,1.478027111
hawk,birds,living,0.727273,0.533333,0.62962963,0.339285714,3,11618,0.89566,0.13859,0.22263,90.9179,1.0189,1.5743,2.0836,2274,0.375,35,0.20569,0.120189842,2.387142563
hay bale,tool,nonliving,0.818182,0.659091,0.444444444,0.185185185,18,20994,0.66756,0.1385,0.22286,90.9582,1.1098,1.5023,1.9536,36,0.5,39,0.13392,0.093657524,1.823867404
headband,clothing,nonliving,0.644444,0.363636,0.259259259,0.109090909,8,7450,0.32748,0.13857,0.22281,90.9079,0.84643,1.6455,1.8508,457,0.875,35,0.13104,0.070762154,1.59556757
headdress,clothing,nonliving,0.361111,0.4,0.363636364,0.041666667,6,10718,0.54018,0.13843,0.22327,90.945,0.78853,1.4655,1.9416,794,0.416666667,55,0.14549,0.104324882,2.225547376
headphone,electronics,nonliving,0.535714,0.692308,0.481481481,0.183673469,12,15632,0.60992,0.13863,0.22299,90.9195,0.80993,1.3451,1.7742,1183,1,46,0.14314,0.090668185,1.560719934
hearse,vehicle,nonliving,0.44,0.428571,0.321428571,0.103448276,8,7240,0.24919,0.1385,0.22257,90.7959,1.0803,1.5808,1.5178,364,0.25,33,0.14755,0.054037198,1.326506613
hedgehog,mammal,living,0.52,0.6,NA,0.666666667,4,15280,0.49772,0.13835,0.22251,90.7471,0.94414,1.2451,1.8302,258,0.565217391,48,0.1663,0.091905571,2.190623796
helicopter,vehicle,nonliving,0.596154,0.52,0.444444444,0.2,17,8672,0.27868,0.13826,0.22223,90.6539,0.91282,1.7223,1.8457,9986,1,41,0.16302,0.081414332,1.476506893
helmet,clothing,nonliving,0.48,0.685714,0.64516129,0.111111111,5,16335,0.50829,0.13832,0.22199,90.5908,0.99064,1.2895,2.0905,6203,0.75,45,0.15198,0.082300784,1.396202739
heron,birds,living,0.64,0.518519,0.535714286,0.535714286,5,5621,0.19679,0.13815,0.22166,90.4551,1.0904,1.9327,2.1488,719,0.375,42,0.16472,0.095865773,1.911698733
hippopotamus,mammal,living,0.708333,0.482759,NA,0.6,3,8811,0.58057,0.13818,0.22191,90.4751,1.1143,1.5737,1.7792,100,0.958333333,49,0.15049,0.100663447,3.232748503
hockey mask,sports,nonliving,0.7,0.344828,NA,0.111111111,9,15248,0.5811,0.13829,0.22245,90.5319,0.66676,1.2347,1.7282,34,1,46,0.14274,0.107728808,2.622957837
hockey stick,sports,nonliving,0.574074,0.538462,0.604651163,0.418604651,16,4432,0.11361,0.13804,0.22211,90.3816,1.2786,2.0506,1.9381,106,0.333333333,37,0.13942,0.080194407,1.280239454
hoe,tool,nonliving,0.367347,0.357143,0.32,0.285714286,24,3612,0.90432,0.13788,0.22214,90.6875,1.3771,2.2534,2.2989,657,0.625,28,0.17056,0.125361474,2.086664014
holly,plant,living,0.694444,0.516129,0.352941176,0.28,7,7649,0.31362,0.13777,0.22216,90.5976,0.95696,1.7379,2.0553,466,0.541666667,40,0.14936,0.110195346,2.096053985
hollywood star,decorative,nonliving,0.591837,0.233333,NA,0.083333333,13,8546,0.3049,0.13758,0.22202,90.5486,0.95075,1.5218,1.9183,105,1,32,0.13236,0.108936193,2.199153418
hookah,decorative,nonliving,0.714286,0.444444,0.325581395,0.244444444,9,10513,0.35586,0.1375,0.22206,90.5108,0.87924,1.3896,1.6433,81,NA,45,0.16655,0.129864129,1.789517087
horse,mammal,living,0.666667,0.75,0.441176471,0.244897959,4,9737,0.46472,0.13749,0.22207,90.4487,0.80992,1.3971,2.0283,30993,0.958333333,50,0.1442,0.08054013,1.847845294
horseshoe crab,sea,living,0.954545,0.651163,0.407407407,0.410714286,4,7626,0.30403,0.13729,0.222,90.3806,1.1114,1.5494,1.7448,4872,0.833333333,47,0.14644,0.088580031,1.721980968
hose,tool,nonliving,0.34,0.464286,0.333333333,0.172413793,6,16530,0.63599,0.13755,0.22225,90.353,0.86853,1.36,1.9545,3461,1,37,0.16818,0.138545258,2.113408456
hot air balloon,vehicle,nonliving,0.62069,0.62963,0.321428571,0.32,3,12426,0.53628,0.13763,0.22243,90.3665,0.8095,1.2763,1.6748,111,1,34,0.13534,0.087074486,1.162642071
hotdog,food,nonliving,0.75,0.576923,0.295454545,0.244444444,6,10523,0.55546,0.13746,0.22265,90.4111,0.96424,1.5447,1.7866,174,1,38,0.17258,0.09527764,1.617306647
hourglass,tool,nonliving,0.642857,0.481481,0.392857143,0.346938776,11,9703,0.46758,0.1373,0.22261,90.3718,0.91729,1.379,1.655,320,0.739130435,38,0.18094,0.088830795,1.607751051
house,building,nonliving,0.44898,0.5,0.5,0.137931034,27,17024,0.72981,0.13749,0.2224,90.4356,0.95061,1.6446,2.3034,149251,0.833333333,43,0.18998,0.109190206,1.761771482
hummingbird,birds,living,0.68,0.851852,0.666666667,0.620689655,5,9029,0.9436,0.13745,0.22212,90.6542,0.93761,1.4943,2.0718,702,0.666666667,30,0.18964,0.073204744,1.96239064
hunting bow,sports,nonliving,0.607143,0.535714,0.464285714,0.38,44,5945,0.14828,0.13728,0.22183,90.5279,0.98589,1.7775,2.0043,6800,0.96,38,0.15303,0.093973641,1.506112271
hunting cap,clothing,nonliving,0.464286,0.48,0.355555556,NA,12,15031,0.64764,0.13723,0.2222,90.5695,0.94682,1.3073,2.3252,1,0.166666667,49,0.15086,0.075012474,1.516985387
husky,mammal,living,0.862069,0.814815,0.464285714,0.541666667,6,12085,0.54101,0.13723,0.22192,90.5391,0.92574,1.1198,2.0188,96,0.875,35,0.21041,0.102887008,1.982375203
hut,building,nonliving,0.52,0.266667,NA,0.294117647,2,12221,0.69138,0.13723,0.22203,90.6102,1.0931,1.535,1.9948,4509,0.833333333,37,0.19568,0.142625526,1.960661273
ice bucket,kitchen items,nonliving,0.2,NA,0.4,0.204081633,2,13073,0.69548,0.13799,0.22201,90.6345,1.171,1.4247,1.7819,15407,0.041666667,35,0.16585,0.10105931,2.07683227
ice skate,clothing,nonliving,0.392857,0.678571,NA,NA,11,11196,0.68028,0.13816,0.22135,90.5829,0.92965,1.4337,1.6223,1,0.916666667,34,0.18729,0.066696372,1.597835967
icecream scoop,kitchen items,nonliving,0.448276,0.571429,NA,0.28,9,4774,0.13186,0.13783,0.22168,90.4948,1.3078,2.1713,1.7676,49,0.541666667,41,0.1213,0.098877523,1.599819551
in basket,office tool,nonliving,0.533333,0.5,0.407407407,0.090909091,64,14197,0.32074,0.13814,0.22105,90.5283,0.93866,1.5279,1.7815,28,0.6,48,0.14038,0.090984641,2.121308402
inkwell,household items,nonliving,0.526316,0.444444,0.288888889,0.186046512,8,14027,0.47122,0.13826,0.22091,90.5166,1.0033,1.3396,1.8702,3168,0.125,42,0.15996,0.073997654,1.356177204
iron,appliances,nonliving,0.482759,0.678571,0.407407407,0.4,7,7350,0.38967,0.13797,0.22031,90.4098,0.91282,1.6767,1.573,15043,0.36,41,0.16293,0.088241612,1.976595154
ironing board,household items,nonliving,0.5,0.392857,0.464285714,0.172413793,22,9625,0.4404,0.13788,0.2203,90.4236,0.96068,1.8342,2.1388,168,0.833333333,43,0.1191,0.078493539,1.768266606
jack-o-lantern,holiday,nonliving,0.652174,0.464286,0.4,0.172413793,6,13319,0.77971,0.13783,0.22106,90.575,0.75099,1.3161,1.6331,31,NA,42,0.15289,0.105221357,2.225123719
jacket,clothing,nonliving,0.206897,0.428571,0.555555556,0.14,3,6628,0.34541,0.13766,0.22081,90.4758,0.98018,1.8044,2.2576,15692,0.583333333,36,0.15106,0.078358168,1.864301232
jam,food,nonliving,0.66,0.647059,0.379310345,0.117647059,3,12186,0.67242,0.13765,0.22128,90.5048,0.99536,1.5098,1.9115,4233,0.913043478,34,0.20443,0.067923958,0.655543511
jeep,vehicle,nonliving,0.479167,0.428571,0.52,0.285714286,7,12189,0.49271,0.13767,0.22104,90.4539,0.91214,1.463,1.7895,1391,0.791666667,48,0.14145,0.073822829,1.643288148
jellybeans,food,nonliving,0.68,0.678571,0.222222222,0.24137931,3,9043,0.44526,0.13766,0.22127,90.4697,0.87689,1.4827,1.6385,0,1,30,0.23653,0.093270343,1.783786917
jet,vehicle,nonliving,0.422222,0.52381,0.423076923,0.109090909,7,6516,0.20853,0.1374,0.22095,90.2868,1.1519,1.7536,1.9383,9690,0.083333333,44,0.14428,0.098274989,1.389983412
jet-ski,vehicle,nonliving,0.310345,0.333333,0.285714286,0.285714286,9,8238,0.31207,0.13758,0.22124,90.4006,0.94378,1.5613,1.516,31,0.458333333,42,0.15092,0.096794965,1.409600088
jewlery box,decorative,nonliving,0.44186,0.466667,0.538461538,0.175438596,3,9421,0.49393,0.13765,0.22112,90.2554,0.90882,1.6354,1.7667,49667,0.8,48,0.12609,0.073462324,1.400957988
joystick,electronics,nonliving,0.636364,0.636364,0.44,0.072727273,4,9947,0.48906,0.13762,0.2209,90.219,0.99959,1.492,1.7834,427,0.458333333,33,0.15185,0.076906477,1.523320514
jukebox,musical instruments,nonliving,0.54386,0.555556,0.372093023,0.4,17,15613,0.53463,0.13756,0.22095,90.2102,0.78862,1.202,1.686,755,0.875,53,0.14843,0.076967303,1.533161024
jumprope,sports,nonliving,0.607143,0.307692,0.244444444,NA,49,11109,0.36772,0.13752,0.22098,90.1995,1.1368,1.5716,2.2921,7,1,41,0.16377,0.09500354,1.546915762
kangaroo,mammal,living,0.793103,0.678571,0.703703704,0.571428571,6,7677,0.3101,0.13736,0.22093,90.1428,1.0316,1.6885,2.0992,676,0.958333333,33,0.16951,0.085463205,2.163339515
kayak,sports,nonliving,0.55102,0.821429,0.444444444,0.137931034,6,5134,0.15817,0.13724,0.22073,90.0316,1.2617,2.0358,2.1889,1424,1,42,0.15474,0.096468363,1.4925657
keg,furniture,nonliving,0.5,0.6,0.551724138,0.333333333,3,12303,0.51032,0.13712,0.22075,90.0155,0.88622,1.3063,1.7019,545,0.125,35,0.15946,0.147171432,1.976733528
kettle,kitchen items,nonliving,0.413793,0.407407,0.538461538,0.142857143,4,14363,0.62606,0.13704,0.2211,90.0332,1.0232,1.2988,1.8999,1345,0.625,36,0.15076,0.085191531,1.64744309
key,household items,nonliving,0.46,0.657143,0.533333333,0.314285714,5,5578,0.27457,0.13687,0.22095,89.9702,1.1965,1.9305,1.9653,25436,1,40,0.14658,0.077463985,1.617167477
kingfisher,birds,living,0.724138,0.392857,0.464285714,0.333333333,8,12944,0.56992,0.13689,0.22109,89.972,0.928,1.2898,1.9211,195,0.041666667,41,0.1734,0.094741186,2.084475293
kitten,mammal,living,0.64,0.5,NA,0.485714286,6,10248,0.59424,0.1368,0.22088,90.011,1.1603,1.1749,1.9554,1625,0.166666667,37,0.19716,0.086290632,1.860290298
kiwi,fruit,living,0.796296,0.884615,0.477272727,0.244444444,5,13470,0.84742,0.13687,0.22148,90.1038,1.2103,1.3432,1.7308,302,1,40,0.18788,0.090142336,2.080517224
knife,tool,nonliving,0.555556,0.6,0.576923077,0.363636364,9,4245,0.43178,0.13666,0.2217,90.1268,1.3482,2.1279,2.1403,15792,0.666666667,25,0.16732,0.06333261,1.163550995
kumquat,fruit,living,0.638889,NA,0.275862069,0.14,2,8001,0.77621,0.1366,0.22266,90.3117,1.2471,1.4171,1.7333,95,0.043478261,47,0.17548,0.080071345,1.970933409
laborador,mammal,living,0.571429,0.423077,NA,NA,5,9635,0.41332,0.13645,0.22247,90.2313,1.0043,1.5732,1.8025,2,0.583333333,53,0.16486,0.094900812,1.793212731
ladder,furniture,nonliving,0.454545,0.576923,0.386363636,0.465116279,18,9330,0.31738,0.13632,0.22232,90.1709,0.95355,1.5806,2.2599,5720,1,38,0.14989,0.092668776,1.916045328
ladybug,insect,living,0.911111,0.809524,0.6,0.150943396,3,7848,0.79001,0.13634,0.22304,90.2975,0.92167,1.5618,1.7683,183,0.75,32,0.15904,0.091482445,1.621083507
lamb,mammal,living,0.66,0.757576,0.586206897,0.5,7,11953,0.55927,0.1363,0.22288,90.3493,1.144,1.394,2.1162,4104,0.208333333,55,0.17003,0.062840597,1.684543756
lamborghini,vehicle,nonliving,0.32,0.428571,0.266666667,0.166666667,6,7883,0.30166,0.13627,0.22256,90.2616,1.0894,1.5845,1.674,25,0.291666667,34,0.16965,0.094606384,2.158229588
lamppost,street items,nonliving,0.444444,0.533333,0.382352941,0.354166667,22,4455,0.08436,0.136,0.22211,90.1044,1.3577,1.8882,2.1571,304,0.625,39,0.16819,0.095734954,1.381804095
lantern,tool,nonliving,0.555556,NA,0.620689655,0.28,9,11538,0.46991,0.13627,0.22215,90.0899,0.90948,1.5418,1.9287,2153,0.75,41,0.18494,0.128164907,1.889132626
laptop,electronics,nonliving,0.586207,0.464286,0.392857143,0.24,2,9644,0.94218,0.13669,0.22179,90.2074,0.96288,1.5455,1.6878,3964,0.875,39,0.16683,0.086238397,1.761777245
laundry hamper,furniture,nonliving,0.42,0.464286,0.481481481,0.620689655,5,11631,0.52314,0.13657,0.22186,90.2416,0.94928,1.445,1.7609,30,0.125,52,0.11869,0.084907653,1.690849592
lawnmower,appliances,nonliving,0.5,0.6,0.705882353,0.38,6,9588,0.81478,0.13713,0.22245,90.3951,0.96521,1.5014,1.61,239,0.875,29,0.15522,0.054894896,1.216880829
leash,tool,nonliving,0.346154,0.36,0.185185185,0.102040816,9,10855,0.35352,0.13712,0.22234,90.3386,0.98056,1.5198,2.0258,1305,0.217391304,38,0.15235,0.075128199,1.285099162
leek,vegetable,living,0.86,0.333333,0.230769231,0.5,5,5256,0.40923,0.13842,0.22503,90.1777,1.2277,2.018,2.2003,1008,0.875,33,0.18454,0.09450855,2.000791847
leg,body parts,living,0.822222,0.697674,0.333333333,0.245614035,6,4705,0.20062,0.13691,0.22212,90.2446,1.2232,2.0944,2.0819,47477,0.958333333,44,0.18573,0.091298231,1.724558646
lei,clothing,nonliving,0.827586,0.555556,0.178571429,0.224489796,22,11062,0.4021,0.13711,0.22213,90.2493,1.0067,1.728,2.1923,55,0.666666667,25,0.15167,0.055606743,1.101191993
lemon,fruit,living,0.722222,0.666667,0.6,0.54,2,7219,0.54334,0.13704,0.22269,90.3012,1.0637,1.6777,1.7235,10095,1,38,0.1778,0.084531679,1.762674956
leopard,mammal,living,0.6,NA,0.774193548,0.62,19,12602,0.3494,0.1369,0.22271,90.2592,0.94385,1.3724,1.8807,1111,0.217391304,38,0.18402,0.073978517,2.043142441
lettuce,vegetable,living,0.583333,0.516129,0.371428571,0.395833333,2,15352,0.73568,0.137,0.22313,90.292,0.9689,1.6006,2.1767,3182,0.833333333,27,0.21994,0.08160201,1.920862912
life jacket,clothing,nonliving,0.47619,0.452381,0.16,0.098039216,9,10314,0.81053,0.13686,0.22396,90.4429,0.96117,1.6878,1.8644,15,0.958333333,38,0.16275,0.083971287,1.434028164
lightbulb,household items,nonliving,0.472222,0.741935,0.657142857,0.408163265,8,6295,0.43443,0.13682,0.22365,90.447,1.2762,1.9282,1.9819,425,0.958333333,44,0.16478,0.078891702,1.655142035
lighter,tool,nonliving,0.5,0.555556,0.363636364,0.272727273,13,15281,0.57178,0.13684,0.22369,90.4943,0.97747,1.2535,2.0123,2131,0.916666667,41,0.14013,0.104138609,1.739525879
lighthouse,building,nonliving,0.55102,0.62963,0.423076923,0.137931034,4,5703,0.39102,0.13677,0.2235,90.4457,1.1505,1.8161,1.9017,1073,0.916666667,36,0.16749,0.044638698,0.901406645
lime,fruit,living,0.571429,0.742857,0.666666667,0.388888889,3,15228,0.72326,0.13686,0.22408,90.4853,1.2196,1.4567,1.6128,4463,0.833333333,33,0.18596,0.053299443,1.049233613
lion,mammal,living,0.742857,NA,0.655172414,0.12,4,9071,0.30487,0.13669,0.22394,90.4015,1.0779,1.5957,2.0881,6075,1,39,0.17873,0.069639946,2.323417801
lip phone,decorative,nonliving,0.791667,0.588235,0.322580645,0.083333333,4,7054,0.31511,0.13652,0.22397,90.3469,0.96344,1.7059,1.81,20862,0.083333333,46,0.13422,0.086445367,1.74265255
lipstick,household items,nonliving,0.38,0.52,0.518518519,0.285714286,7,14496,0.43443,0.13647,0.22403,90.3103,1.1196,1.3443,1.9148,2643,1,44,0.15123,0.093491681,1.911849903
lizard,reptile,living,0.8,0.75,0.615384615,0.357142857,5,8008,0.41911,0.13639,0.22379,90.3099,1.131,1.5559,1.9661,2385,0.791666667,45,0.1589,0.068069686,2.103521923
loafer,clothing,nonliving,0.511111,0.454545,0.384615385,0.214285714,6,16044,0.65723,0.1363,0.22419,90.3139,0.89041,1.1958,1.5398,700,0.583333333,52,0.15399,0.102427554,1.877018918
lobster,sea,living,0.75,0.884615,0.518518519,0.458333333,8,13328,0.43196,0.13621,0.22417,90.2636,0.85483,1.5534,1.7913,3892,0.208333333,38,0.17112,0.089924361,2.587568923
lock,tool,nonliving,0.37931,0.692308,0.37037037,0.2,4,14168,0.56581,0.13607,0.22429,90.1681,0.84975,1.3041,1.5445,7605,1,41,0.15863,0.097878778,1.902426502
lock cutters,tool,nonliving,0.62,0.310345,NA,0.285714286,11,7578,0.25922,0.13615,0.22404,90.1879,0.94463,1.8077,1.8005,72,0,26,0.133,0.020242847,0.36846967
locker,furniture,nonliving,0.651163,0.697674,0.56,0.181818182,13,9352,0.53532,0.13591,0.22415,90.1982,0.86042,1.6672,1.6073,4935,1,58,0.14465,0.077800254,1.374895698
log,decorative,living,0.628571,NA,0.461538462,0.58,10,19842,0.86249,0.1359,0.22492,90.335,1.3856,1.4103,1.8303,8606,0.52,36,0.19776,0.105471854,1.398256996
lollipop,food,nonliving,0.472222,0.709677,0.457142857,0.16,4,7074,0.32303,0.13591,0.22486,90.2947,1.0578,1.4813,1.6634,362,1,33,0.204,0.079588286,1.307510897
loofah,tool,nonliving,0.4,0.346154,0.325581395,0.181818182,10,4977,0.19409,0.13573,0.22464,90.2116,1.323,2.1145,2.02,8821,0.125,38,0.13199,0.075869569,1.208562811
loudspeaker,electronics,nonliving,0.48,0.555556,0.464285714,0.24137931,4,6108,0.54153,0.13576,0.22437,90.2384,1.0961,2.0694,1.8697,919,0.125,38,0.15486,0.126602033,1.829210218
loveseat,furniture,nonliving,0.259259,0.321429,0.285714286,0.28,21,14531,0.52818,0.13587,0.22428,90.2443,0.97261,1.4697,2.3132,65,0.083333333,39,0.13544,0.083510658,1.496951054
lychee,fruit,living,0.793103,0.321429,0.5,0.18,6,11013,0.4806,0.13573,0.2244,90.27,1.023,1.3935,1.729,85,0.666666667,44,0.16951,0.055877219,0.837234545
magazine rack,furniture,nonliving,0.469388,0.307692,0.285714286,0.107142857,9,15770,0.51672,0.13574,0.2244,90.2635,0.78955,1.266,1.7958,82,0.083333333,46,0.12341,0.097905705,1.945813283
magnet,tool,nonliving,0.46,0.607143,0.407407407,0.379310345,4,6591,0.51221,0.13579,0.22471,90.3077,0.75916,1.6742,1.6853,3429,1,26,0.12461,0.093084719,2.049884594
magnifying glass,office tool,nonliving,0.466666667,NA,NA,0.089285714,9,6224,0.26702,0.13573,0.22451,90.2376,1.0782,1.4681,1.6133,1,0.791666667,29,0.12585,0.077225476,1.649291989
mailbox,street items,nonliving,0.333333,NA,0.482758621,0.12244898,6,7375,0.37108,0.13603,0.22458,90.1831,1.0558,1.5391,1.6284,1801,0.708333333,47,0.122,0.079174066,1.744197683
male suit,clothing,nonliving,0.333333,0.296296,0.25,0.133333333,4,7712,0.69057,0.13645,0.22438,90.2349,0.77475,1.5991,1.8965,1,0.916666667,38,0.18448,0.106680465,2.063343322
mallet,tool,nonliving,0.571429,0.37037,0.285714286,0.379310345,4,7262,0.35518,0.1363,0.22418,90.1734,1.1191,1.6225,1.6706,495,0.166666667,32,0.15352,0.083416297,2.007184555
manatee,mammal,living,0.52,0.451613,NA,0.142857143,3,9555,0.78691,0.13667,0.22497,90.2349,0.84426,1.6345,2.0467,443,0.375,33,0.14355,0.054095528,1.34913816
mandolin,musical instruments,nonliving,0.409091,0.363636,0.538461538,0.214285714,7,9445,0.29061,0.13653,0.2249,90.1499,1.1618,1.382,2.114,7712,0.125,39,0.16028,0.082703479,1.369329388
mango,fruit,living,0.724138,0.555556,0.592592593,0.3,2,8867,0.56862,0.1365,0.22519,90.1892,1.2935,1.5103,1.7845,1678,0.666666667,48,0.17503,0.065950615,2.13014842
maple leaf,plant,living,0.527777778,NA,0.352941176,0.24,3,10887,0.45714,0.1365,0.22535,90.2091,0.82328,1.7193,2.0473,5,0.541666667,79,0.16075,0.091351985,1.54027272
maraca,musical instruments,nonliving,0.28,0.4,NA,0.194444444,6,7752,0.69257,0.13661,0.22528,90.3269,1.0471,1.5616,1.7219,72,0.791666667,40,0.14543,0.096643043,2.525196796
margarita,food,nonliving,0.631579,0.5,0.266666667,0.255813953,5,5581,0.32068,0.13651,0.22505,90.282,1.2092,1.6418,1.6855,610,0.666666667,35,0.20939,0.152866958,1.852676666
marshmallow,food,nonliving,0.76,0.666667,0.357142857,0.206896552,2,5418,0.70628,0.13649,0.22488,90.3972,1.6787,2.3221,1.8692,678,1,33,0.16796,0.092388008,0.92884475
martini,food,nonliving,0.55102,0.518519,0.259259259,0.222222222,28,5995,0.23302,0.13641,0.22454,90.3219,1.1535,1.736,1.9467,1532,0.695652174,29,0.2228,0.142584657,1.72044807
mask,clothing,nonliving,0.6,0.463415,0.307692308,0.070175439,11,10804,0.38776,0.1363,0.22439,90.2712,0.8364,1.4946,2.103,11196,1,49,0.13553,0.095159857,1.734881153
measuring tape,tool,nonliving,0.344828,0.5,0.555555556,0.285714286,11,5443,0.17629,0.13618,0.22412,90.1691,1.2302,1.9505,2.2466,81,0.916666667,41,0.1582,0.127910946,2.013535375
med kit,tool,nonliving,0.333333,0.517241,NA,0.12244898,5,9581,0.72248,0.13603,0.22474,90.2585,1.1199,1.4442,1.808,13,0,39,0.14514,0.091252716,1.980940216
medal,decorative,nonliving,0.466667,0.511111,0.52,0.127272727,11,10979,0.35094,0.13615,0.22457,90.202,1.0649,1.4274,1.8881,8991,0.416666667,50,0.13359,0.104969728,2.124402358
melon,fruit,living,0.8,0.551724,NA,0.114285714,3,7969,0.50067,0.13607,0.2249,90.2175,0.95882,1.5192,1.7053,1563,0.083333333,34,0.17204,0.0641165,1.938694153
menorah,holiday,nonliving,0.622222,0.5,0.333333333,0.358490566,21,13909,0.485,0.13606,0.22509,90.2503,0.98927,1.2732,1.816,298,1,40,0.14113,0.0785384,1.430666713
men's hat,clothing,nonliving,0.392857143,NA,0.464285714,0.291666667,2,10400,0.59856,0.13602,0.22514,90.2546,1.0376,1.4183,1.7328,18198,0.666666667,75,0.16783,0.097402209,1.819274716
merry-go-round,building,nonliving,0.938776,0.357143,NA,0.2,7,21330,0.75067,0.13626,0.22526,90.2722,0.87262,1.2926,2.34,269,0.666666667,49,0.13124,0.067792858,1.493926026
metal fence,street items,nonliving,0.44,0.205882,0.275862069,0.194444444,46,10148,0.816,0.13656,0.22516,90.4449,0.65453,1.9437,3.1892,38,0.25,52,0.14195,0.091413638,2.237136013
metronome,musical instruments,nonliving,0.571429,0.178571,NA,0.285714286,6,10267,0.54206,0.13663,0.22511,90.4217,0.82432,1.6336,1.7531,198,0.434782609,29,0.13866,0.077671334,1.301440303
microphone,electronics,nonliving,0.52,0.6,NA,0.2,12,6113,0.21026,0.13646,0.22476,90.3038,1.1926,1.759,1.8831,3996,0.916666667,40,0.1346,0.105077285,1.88954736
microscope,tool,nonliving,0.333333,0.428571,0.485714286,0.24,8,9032,0.30827,0.13638,0.22443,90.2093,0.95066,1.7055,1.5749,2058,0.916666667,35,0.14824,0.06522006,1.400854826
microwave,appliances,nonliving,0.466667,0.444444,0.444444444,0.109090909,9,12192,0.74758,0.13641,0.22428,90.2046,0.94635,1.5987,1.8548,3848,0.916666667,42,0.14665,0.103416357,1.82543215
millipede,insect,living,0.722222,0.586207,0.685714286,0.306122449,7,5614,0.14742,0.13623,0.22398,90.0734,1.2774,2.127,2.5072,164,1,29,0.14592,0.08755416,2.176961111
minivan,vehicle,nonliving,0.18,0.464286,0.192307692,0.137931034,11,10756,0.38616,0.13634,0.22385,90.0246,0.93961,1.4495,2.0891,1644,0.708333333,53,0.14818,0.065911764,0.955960434
mirror,furniture,nonliving,0.4,0.538462,0.386363636,0.23255814,9,9678,0.52856,0.13636,0.22381,90.0209,0.94295,1.4163,1.5192,20081,0.916666667,53,0.13086,0.078269438,1.906118797
mitten,clothing,nonliving,0.285714,0.4,0.257142857,0.1,3,11525,0.55756,0.13658,0.2241,89.9862,1.3044,1.8338,1.9548,586,0.916666667,47,0.18494,0.103262182,2.100884864
mixer,appliances,nonliving,0.6,0.518519,0.592592593,0.344827586,9,11725,0.50633,0.13648,0.22409,89.9659,0.80842,1.2002,1.7838,1911,0.958333333,45,0.15067,0.106012492,2.269304845
mocassins,clothing,nonliving,0.277778,NA,0.4,0.285714286,12,13075,0.54671,0.13642,0.22438,90.0174,0.82114,1.2937,1.6776,4,0.583333333,34,0.16299,0.112382804,2.704467743
money,household items,nonliving,0.653061,0.592593,0.392857143,0.137931034,18,17602,0.63551,0.13643,0.22443,90.0633,1.0138,1.3087,2.2177,164794,0.391304348,30,0.14984,0.085585906,1.620580065
